Date,HalfHour,Price,Unit,TotalSystemDemandMW,Unit,TotalSystemDemandMWh,Unit,,,,,
1/1/2022,1,205.61,SGD/MWh,5585.018,MW,2792.509,MWh,,,,,
1/1/2022,2,202.32,SGD/MWh,5482.432,MW,2741.216,MWh,,,,,
1/1/2022,3,155.84,SGD/MWh,5415.401,MW,2707.7005,MWh,,,,,
1/1/2022,4,155.73,SGD/MWh,5377.6,MW,2688.8,MWh,,,,,
1/1/2022,5,120.85,SGD/MWh,5332.805,MW,2666.4025,MWh,,,,,
1/1/2022,6,120.84,SGD/MWh,5302.155,MW,2651.0775,MWh,,,,,
1/1/2022,7,118.75,SGD/MWh,5243.474,MW,2621.737,MWh,,,,,
1/1/2022,8,110.89,SGD/MWh,5206.085,MW,2603.0425,MWh,,,,,
1/1/2022,9,110.87,SGD/MWh,5176.603,MW,2588.3015,MWh,,,,,
1/1/2022,10,110.87,SGD/MWh,5184.848,MW,2592.424,MWh,,,,,
1/1/2022,11,110.87,SGD/MWh,5206.314,MW,2603.157,MWh,,,,,
1/1/2022,12,110.99,SGD/MWh,5270.511,MW,2635.2555,MWh,,,,,
1/1/2022,13,118.82,SGD/MWh,5331.051,MW,2665.5255,MWh,,,,,
1/1/2022,14,118.8,SGD/MWh,5367.809,MW,2683.9045,MWh,,,,,
1/1/2022,15,122.05,SGD/MWh,5418.1,MW,2709.05,MWh,,,,,
1/1/2022,16,178.91,SGD/MWh,5515.035,MW,2757.5175,MWh,,,,,
1/1/2022,17,232.72,SGD/MWh,5601.936,MW,2800.968,MWh,,,,,
1/1/2022,18,237.89,SGD/MWh,5658.931,MW,2829.4655,MWh,,,,,
1/1/2022,19,237.96,SGD/MWh,5711.38,MW,2855.69,MWh,,,,,
1/1/2022,20,383.75,SGD/MWh,5816.326,MW,2908.163,MWh,,,,,
1/1/2022,21,356.55,SGD/MWh,5814.94,MW,2907.47,MWh,,,,,
1/1/2022,22,238.58,SGD/MWh,5847.886,MW,2923.943,MWh,,,,,
1/1/2022,23,237.65,SGD/MWh,5837.812,MW,2918.906,MWh,,,,,
1/1/2022,24,179.01,SGD/MWh,5801.049,MW,2900.5245,MWh,,,,,
1/1/2022,25,178.19,SGD/MWh,5799.08,MW,2899.54,MWh,,,,,
1/1/2022,26,257.33,SGD/MWh,5841.365,MW,2920.6825,MWh,,,,,
1/1/2022,27,238.43,SGD/MWh,5872.895,MW,2936.4475,MWh,,,,,
1/1/2022,28,246.31,SGD/MWh,5892.164,MW,2946.082,MWh,,,,,
1/1/2022,29,297.84,SGD/MWh,5915.498,MW,2957.749,MWh,,,,,
1/1/2022,30,272.44,SGD/MWh,5891.04,MW,2945.52,MWh,,,,,
1/1/2022,31,399.56,SGD/MWh,5960.317,MW,2980.1585,MWh,,,,,
1/1/2022,32,2267.89,SGD/MWh,6035.001,MW,3017.5005,MWh,,,,,
1/1/2022,33,2681.86,SGD/MWh,6072.391,MW,3036.1955,MWh,,,,,
1/1/2022,34,2228.97,SGD/MWh,6056.228,MW,3028.114,MWh,,,,,
1/1/2022,35,621.9,SGD/MWh,6050.488,MW,3025.244,MWh,,,,,
1/1/2022,36,609.54,SGD/MWh,6043.505,MW,3021.7525,MWh,,,,,
1/1/2022,37,488.02,SGD/MWh,6046.065,MW,3023.0325,MWh,,,,,
1/1/2022,38,590.61,SGD/MWh,6098.657,MW,3049.3285,MWh,,,,,
1/1/2022,39,623.22,SGD/MWh,6140.51,MW,3070.255,MWh,,,,,
1/1/2022,40,609.69,SGD/MWh,6174.584,MW,3087.292,MWh,,,,,
1/1/2022,41,399.79,SGD/MWh,6166.408,MW,3083.204,MWh,,,,,
1/1/2022,42,261.72,SGD/MWh,6167.362,MW,3083.681,MWh,,,,,
1/1/2022,43,156.07,SGD/MWh,6115.814,MW,3057.907,MWh,,,,,
1/1/2022,44,139.91,SGD/MWh,6034.604,MW,3017.302,MWh,,,,,
1/1/2022,45,126.04,SGD/MWh,5951.997,MW,2975.9985,MWh,,,,,
1/1/2022,46,125.25,SGD/MWh,5829.532,MW,2914.766,MWh,,,,,
1/1/2022,47,122.62,SGD/MWh,5745.539,MW,2872.7695,MWh,,,,,
1/1/2022,48,110.99,SGD/MWh,5654.941,MW,2827.4705,MWh,,,,,
2/1/2022,1,290.86,SGD/MWh,5555.312,MW,2777.656,MWh,,,,,
2/1/2022,2,111.04,SGD/MWh,5430.968,MW,2715.484,MWh,,,,,
2/1/2022,3,111.08,SGD/MWh,5350.841,MW,2675.4205,MWh,,,,,
2/1/2022,4,111.01,SGD/MWh,5273.17,MW,2636.585,MWh,,,,,
2/1/2022,5,110.91,SGD/MWh,5223.813,MW,2611.9065,MWh,,,,,
2/1/2022,6,110.91,SGD/MWh,5169.555,MW,2584.7775,MWh,,,,,
2/1/2022,7,110.85,SGD/MWh,5139.378,MW,2569.689,MWh,,,,,
2/1/2022,8,110.83,SGD/MWh,5117.162,MW,2558.581,MWh,,,,,
2/1/2022,9,110.84,SGD/MWh,5114.513,MW,2557.2565,MWh,,,,,
2/1/2022,10,110.84,SGD/MWh,5119.706,MW,2559.853,MWh,,,,,
2/1/2022,11,110.83,SGD/MWh,5134.994,MW,2567.497,MWh,,,,,
2/1/2022,12,110.89,SGD/MWh,5205.648,MW,2602.824,MWh,,,,,
2/1/2022,13,110.84,SGD/MWh,5276.028,MW,2638.014,MWh,,,,,
2/1/2022,14,110.93,SGD/MWh,5327.765,MW,2663.8825,MWh,,,,,
2/1/2022,15,110.93,SGD/MWh,5356.85,MW,2678.425,MWh,,,,,
2/1/2022,16,122.11,SGD/MWh,5441.26,MW,2720.63,MWh,,,,,
2/1/2022,17,232.75,SGD/MWh,5551.903,MW,2775.9515,MWh,,,,,
2/1/2022,18,414.65,SGD/MWh,5654.165,MW,2827.0825,MWh,,,,,
2/1/2022,19,535.58,SGD/MWh,5762.099,MW,2881.0495,MWh,,,,,
2/1/2022,20,598.74,SGD/MWh,5838.647,MW,2919.3235,MWh,,,,,
2/1/2022,21,598.88,SGD/MWh,5873.904,MW,2936.952,MWh,,,,,
2/1/2022,22,523.4,SGD/MWh,5915.821,MW,2957.9105,MWh,,,,,
2/1/2022,23,523.39,SGD/MWh,5955.869,MW,2977.9345,MWh,,,,,
2/1/2022,24,620.72,SGD/MWh,5979.656,MW,2989.828,MWh,,,,,
2/1/2022,25,643.95,SGD/MWh,5995.147,MW,2997.5735,MWh,,,,,
2/1/2022,26,965.42,SGD/MWh,6011.921,MW,3005.9605,MWh,,,,,
2/1/2022,27,644.48,SGD/MWh,5990.281,MW,2995.1405,MWh,,,,,
2/1/2022,28,623.07,SGD/MWh,5979.268,MW,2989.634,MWh,,,,,
2/1/2022,29,523.4,SGD/MWh,5961.664,MW,2980.832,MWh,,,,,
2/1/2022,30,535.71,SGD/MWh,5976.678,MW,2988.339,MWh,,,,,
2/1/2022,31,523.54,SGD/MWh,6003.124,MW,3001.562,MWh,,,,,
2/1/2022,32,537.07,SGD/MWh,6013.337,MW,3006.6685,MWh,,,,,
2/1/2022,33,435.59,SGD/MWh,5955.158,MW,2977.579,MWh,,,,,
2/1/2022,34,414.85,SGD/MWh,5913.664,MW,2956.832,MWh,,,,,
2/1/2022,35,414.85,SGD/MWh,5926.526,MW,2963.263,MWh,,,,,
2/1/2022,36,435.62,SGD/MWh,5977.702,MW,2988.851,MWh,,,,,
2/1/2022,37,415.36,SGD/MWh,5980.177,MW,2990.0885,MWh,,,,,
2/1/2022,38,435.77,SGD/MWh,6033.471,MW,3016.7355,MWh,,,,,
2/1/2022,39,601.81,SGD/MWh,6094.04,MW,3047.02,MWh,,,,,
2/1/2022,40,989.06,SGD/MWh,6162.651,MW,3081.3255,MWh,,,,,
2/1/2022,41,786.16,SGD/MWh,6159.172,MW,3079.586,MWh,,,,,
2/1/2022,42,490.36,SGD/MWh,6154.326,MW,3077.163,MWh,,,,,
2/1/2022,43,454.38,SGD/MWh,6098.016,MW,3049.008,MWh,,,,,
2/1/2022,44,415.05,SGD/MWh,6000.395,MW,3000.1975,MWh,,,,,
2/1/2022,45,399.71,SGD/MWh,5866.3,MW,2933.15,MWh,,,,,
2/1/2022,46,383.83,SGD/MWh,5752.303,MW,2876.1515,MWh,,,,,
2/1/2022,47,383.7,SGD/MWh,5625.056,MW,2812.528,MWh,,,,,
2/1/2022,48,399.52,SGD/MWh,5608.889,MW,2804.4445,MWh,,,,,
3/1/2022,1,155.85,SGD/MWh,5545.029,MW,2772.5145,MWh,,,,,
3/1/2022,2,150.98,SGD/MWh,5450.35,MW,2725.175,MWh,,,,,
3/1/2022,3,111.17,SGD/MWh,5244.14,MW,2622.07,MWh,,,,,
3/1/2022,4,111,SGD/MWh,5176.732,MW,2588.366,MWh,,,,,
3/1/2022,5,110.97,SGD/MWh,5129.781,MW,2564.8905,MWh,,,,,
3/1/2022,6,110.91,SGD/MWh,5088.311,MW,2544.1555,MWh,,,,,
3/1/2022,7,110.86,SGD/MWh,5063.192,MW,2531.596,MWh,,,,,
3/1/2022,8,110.91,SGD/MWh,5052.726,MW,2526.363,MWh,,,,,
3/1/2022,9,110.92,SGD/MWh,5073.818,MW,2536.909,MWh,,,,,
3/1/2022,10,111.01,SGD/MWh,5097.744,MW,2548.872,MWh,,,,,
3/1/2022,11,111.05,SGD/MWh,5153.005,MW,2576.5025,MWh,,,,,
3/1/2022,12,120.27,SGD/MWh,5276.371,MW,2638.1855,MWh,,,,,
3/1/2022,13,155.72,SGD/MWh,5444.57,MW,2722.285,MWh,,,,,
3/1/2022,14,262.76,SGD/MWh,5614.688,MW,2807.344,MWh,,,,,
3/1/2022,15,232.84,SGD/MWh,5820.059,MW,2910.0295,MWh,,,,,
3/1/2022,16,399.84,SGD/MWh,5998.58,MW,2999.29,MWh,,,,,
3/1/2022,17,415.38,SGD/MWh,6213.975,MW,3106.9875,MWh,,,,,
3/1/2022,18,609.6,SGD/MWh,6344.706,MW,3172.353,MWh,,,,,
3/1/2022,19,609.63,SGD/MWh,6428.773,MW,3214.3865,MWh,,,,,
3/1/2022,20,646.29,SGD/MWh,6497.513,MW,3248.7565,MWh,,,,,
3/1/2022,21,631.36,SGD/MWh,6494.526,MW,3247.263,MWh,,,,,
3/1/2022,22,599.03,SGD/MWh,6468.399,MW,3234.1995,MWh,,,,,
3/1/2022,23,621.88,SGD/MWh,6435.532,MW,3217.766,MWh,,,,,
3/1/2022,24,598.9,SGD/MWh,6428.937,MW,3214.4685,MWh,,,,,
3/1/2022,25,621.86,SGD/MWh,6464.229,MW,3232.1145,MWh,,,,,
3/1/2022,26,621.98,SGD/MWh,6496.002,MW,3248.001,MWh,,,,,
3/1/2022,27,1470.44,SGD/MWh,6550.767,MW,3275.3835,MWh,,,,,
3/1/2022,28,1968.26,SGD/MWh,6590.388,MW,3295.194,MWh,,,,,
3/1/2022,29,758.7,SGD/MWh,6543.332,MW,3271.666,MWh,,,,,
3/1/2022,30,598.77,SGD/MWh,6554.479,MW,3277.2395,MWh,,,,,
3/1/2022,31,487.87,SGD/MWh,6589.001,MW,3294.5005,MWh,,,,,
3/1/2022,32,467.71,SGD/MWh,6588.708,MW,3294.354,MWh,,,,,
3/1/2022,33,599.02,SGD/MWh,6659.391,MW,3329.6955,MWh,,,,,
3/1/2022,34,598.87,SGD/MWh,6690.141,MW,3345.0705,MWh,,,,,
3/1/2022,35,575.28,SGD/MWh,6667.04,MW,3333.52,MWh,,,,,
3/1/2022,36,399.64,SGD/MWh,6581.964,MW,3290.982,MWh,,,,,
3/1/2022,37,399.63,SGD/MWh,6487.921,MW,3243.9605,MWh,,,,,
3/1/2022,38,414.97,SGD/MWh,6500.799,MW,3250.3995,MWh,,,,,
3/1/2022,39,485.07,SGD/MWh,6525.221,MW,3262.6105,MWh,,,,,
3/1/2022,40,508.14,SGD/MWh,6529.242,MW,3264.621,MWh,,,,,
3/1/2022,41,573.5,SGD/MWh,6502.752,MW,3251.376,MWh,,,,,
3/1/2022,42,435.14,SGD/MWh,6455.348,MW,3227.674,MWh,,,,,
3/1/2022,43,453.88,SGD/MWh,6420.38,MW,3210.19,MWh,,,,,
3/1/2022,44,414.37,SGD/MWh,6289.843,MW,3144.9215,MWh,,,,,
3/1/2022,45,453.96,SGD/MWh,6159.813,MW,3079.9065,MWh,,,,,
3/1/2022,46,414.89,SGD/MWh,6011.28,MW,3005.64,MWh,,,,,
3/1/2022,47,399.13,SGD/MWh,5877.741,MW,2938.8705,MWh,,,,,
3/1/2022,48,123.16,SGD/MWh,5662.654,MW,2831.327,MWh,,,,,
4/1/2022,1,120.65,SGD/MWh,5468.59,MW,2734.295,MWh,,,,,
4/1/2022,2,110.67,SGD/MWh,5357.824,MW,2678.912,MWh,,,,,
4/1/2022,3,110.72,SGD/MWh,5349.628,MW,2674.814,MWh,,,,,
4/1/2022,4,108.6,SGD/MWh,5287.672,MW,2643.836,MWh,,,,,
4/1/2022,5,101.33,SGD/MWh,5244.026,MW,2622.013,MWh,,,,,
4/1/2022,6,100.59,SGD/MWh,5192.194,MW,2596.097,MWh,,,,,
4/1/2022,7,100,SGD/MWh,5164.143,MW,2582.0715,MWh,,,,,
4/1/2022,8,100.01,SGD/MWh,5159.223,MW,2579.6115,MWh,,,,,
4/1/2022,9,87.62,SGD/MWh,5155.142,MW,2577.571,MWh,,,,,
4/1/2022,10,87.58,SGD/MWh,5184.908,MW,2592.454,MWh,,,,,
4/1/2022,11,100.53,SGD/MWh,5284.377,MW,2642.1885,MWh,,,,,
4/1/2022,12,120.49,SGD/MWh,5454.158,MW,2727.079,MWh,,,,,
4/1/2022,13,120.78,SGD/MWh,5641.984,MW,2820.992,MWh,,,,,
4/1/2022,14,152.39,SGD/MWh,5815.084,MW,2907.542,MWh,,,,,
4/1/2022,15,121.99,SGD/MWh,6004.719,MW,3002.3595,MWh,,,,,
4/1/2022,16,155.76,SGD/MWh,6213.752,MW,3106.876,MWh,,,,,
4/1/2022,17,155.88,SGD/MWh,6448.903,MW,3224.4515,MWh,,,,,
4/1/2022,18,308.76,SGD/MWh,6563.621,MW,3281.8105,MWh,,,,,
4/1/2022,19,232.68,SGD/MWh,6641.53,MW,3320.765,MWh,,,,,
4/1/2022,20,232.67,SGD/MWh,6679.615,MW,3339.8075,MWh,,,,,
4/1/2022,21,399.19,SGD/MWh,6740.175,MW,3370.0875,MWh,,,,,
4/1/2022,22,399.08,SGD/MWh,6749.19,MW,3374.595,MWh,,,,,
4/1/2022,23,414.9,SGD/MWh,6766.381,MW,3383.1905,MWh,,,,,
4/1/2022,24,399.15,SGD/MWh,6717.492,MW,3358.746,MWh,,,,,
4/1/2022,25,300.94,SGD/MWh,6679.352,MW,3339.676,MWh,,,,,
4/1/2022,26,383.5,SGD/MWh,6713.521,MW,3356.7605,MWh,,,,,
4/1/2022,27,399.19,SGD/MWh,6747.438,MW,3373.719,MWh,,,,,
4/1/2022,28,414.89,SGD/MWh,6785.745,MW,3392.8725,MWh,,,,,
4/1/2022,29,399.47,SGD/MWh,6775.854,MW,3387.927,MWh,,,,,
4/1/2022,30,383.5,SGD/MWh,6758.241,MW,3379.1205,MWh,,,,,
4/1/2022,31,399.12,SGD/MWh,6760.597,MW,3380.2985,MWh,,,,,
4/1/2022,32,414.92,SGD/MWh,6828.502,MW,3414.251,MWh,,,,,
4/1/2022,33,414.71,SGD/MWh,6814.601,MW,3407.3005,MWh,,,,,
4/1/2022,34,398.95,SGD/MWh,6769.786,MW,3384.893,MWh,,,,,
4/1/2022,35,337.61,SGD/MWh,6739.419,MW,3369.7095,MWh,,,,,
4/1/2022,36,232.65,SGD/MWh,6644.676,MW,3322.338,MWh,,,,,
4/1/2022,37,300.89,SGD/MWh,6617.56,MW,3308.78,MWh,,,,,
4/1/2022,38,301.64,SGD/MWh,6619.15,MW,3309.575,MWh,,,,,
4/1/2022,39,308.75,SGD/MWh,6627.619,MW,3313.8095,MWh,,,,,
4/1/2022,40,308.76,SGD/MWh,6604.757,MW,3302.3785,MWh,,,,,
4/1/2022,41,346.82,SGD/MWh,6592.347,MW,3296.1735,MWh,,,,,
4/1/2022,42,308.8,SGD/MWh,6548.104,MW,3274.052,MWh,,,,,
4/1/2022,43,325.53,SGD/MWh,6467.59,MW,3233.795,MWh,,,,,
4/1/2022,44,232.66,SGD/MWh,6345.582,MW,3172.791,MWh,,,,,
4/1/2022,45,322.69,SGD/MWh,6175.374,MW,3087.687,MWh,,,,,
4/1/2022,46,186.77,SGD/MWh,6016.612,MW,3008.306,MWh,,,,,
4/1/2022,47,125.83,SGD/MWh,5871.305,MW,2935.6525,MWh,,,,,
4/1/2022,48,128.72,SGD/MWh,5843.09,MW,2921.545,MWh,,,,,
5/1/2022,1,288.59,SGD/MWh,5836.46,MW,2918.23,MWh,,,,,
5/1/2022,2,155.8,SGD/MWh,5737.423,MW,2868.7115,MWh,,,,,
5/1/2022,3,119.83,SGD/MWh,5525.437,MW,2762.7185,MWh,,,,,
5/1/2022,4,110.64,SGD/MWh,5456.662,MW,2728.331,MWh,,,,,
5/1/2022,5,110.63,SGD/MWh,5405.849,MW,2702.9245,MWh,,,,,
5/1/2022,6,110.57,SGD/MWh,5360.776,MW,2680.388,MWh,,,,,
5/1/2022,7,110.53,SGD/MWh,5331.935,MW,2665.9675,MWh,,,,,
5/1/2022,8,110.54,SGD/MWh,5331.239,MW,2665.6195,MWh,,,,,
5/1/2022,9,109.11,SGD/MWh,5323.253,MW,2661.6265,MWh,,,,,
5/1/2022,10,100.42,SGD/MWh,5351.398,MW,2675.699,MWh,,,,,
5/1/2022,11,108.67,SGD/MWh,5435.659,MW,2717.8295,MWh,,,,,
5/1/2022,12,120.97,SGD/MWh,5595.668,MW,2797.834,MWh,,,,,
5/1/2022,13,155.58,SGD/MWh,5770.523,MW,2885.2615,MWh,,,,,
5/1/2022,14,163.72,SGD/MWh,5945.74,MW,2972.87,MWh,,,,,
5/1/2022,15,155.79,SGD/MWh,6130.773,MW,3065.3865,MWh,,,,,
5/1/2022,16,217.55,SGD/MWh,6327.247,MW,3163.6235,MWh,,,,,
5/1/2022,17,218.25,SGD/MWh,6543.631,MW,3271.8155,MWh,,,,,
5/1/2022,18,232.71,SGD/MWh,6665.848,MW,3332.924,MWh,,,,,
5/1/2022,19,155.85,SGD/MWh,6734.802,MW,3367.401,MWh,,,,,
5/1/2022,20,155.86,SGD/MWh,6787.271,MW,3393.6355,MWh,,,,,
5/1/2022,21,155.87,SGD/MWh,6812.349,MW,3406.1745,MWh,,,,,
5/1/2022,22,155.88,SGD/MWh,6826.449,MW,3413.2245,MWh,,,,,
5/1/2022,23,155.87,SGD/MWh,6819.824,MW,3409.912,MWh,,,,,
5/1/2022,24,138.1,SGD/MWh,6777.5,MW,3388.75,MWh,,,,,
5/1/2022,25,129.17,SGD/MWh,6681.782,MW,3340.891,MWh,,,,,
5/1/2022,26,155.86,SGD/MWh,6724.052,MW,3362.026,MWh,,,,,
5/1/2022,27,155.88,SGD/MWh,6677.175,MW,3338.5875,MWh,,,,,
5/1/2022,28,166.26,SGD/MWh,6704.957,MW,3352.4785,MWh,,,,,
5/1/2022,29,207.49,SGD/MWh,6795.098,MW,3397.549,MWh,,,,,
5/1/2022,30,392.13,SGD/MWh,6824.983,MW,3412.4915,MWh,,,,,
5/1/2022,31,439.5,SGD/MWh,6905.557,MW,3452.7785,MWh,,,,,
5/1/2022,32,435.48,SGD/MWh,6906.983,MW,3453.4915,MWh,,,,,
5/1/2022,33,435.24,SGD/MWh,6899.354,MW,3449.677,MWh,,,,,
5/1/2022,34,459.56,SGD/MWh,6942.946,MW,3471.473,MWh,,,,,
5/1/2022,35,465.56,SGD/MWh,6958.77,MW,3479.385,MWh,,,,,
5/1/2022,36,410.02,SGD/MWh,6856.721,MW,3428.3605,MWh,,,,,
5/1/2022,37,403.08,SGD/MWh,6777.266,MW,3388.633,MWh,,,,,
5/1/2022,38,423.99,SGD/MWh,6833.944,MW,3416.972,MWh,,,,,
5/1/2022,39,481.88,SGD/MWh,6866.781,MW,3433.3905,MWh,,,,,
5/1/2022,40,523.79,SGD/MWh,6876.676,MW,3438.338,MWh,,,,,
5/1/2022,41,589.81,SGD/MWh,6813.681,MW,3406.8405,MWh,,,,,
5/1/2022,42,423.24,SGD/MWh,6740.622,MW,3370.311,MWh,,,,,
5/1/2022,43,2492.69,SGD/MWh,6658.881,MW,3329.4405,MWh,,,,,
5/1/2022,44,598.39,SGD/MWh,6519.099,MW,3259.5495,MWh,,,,,
5/1/2022,45,300.7,SGD/MWh,6347.52,MW,3173.76,MWh,,,,,
5/1/2022,46,232.75,SGD/MWh,6202.093,MW,3101.0465,MWh,,,,,
5/1/2022,47,192.3,SGD/MWh,6055.791,MW,3027.8955,MWh,,,,,
5/1/2022,48,161.74,SGD/MWh,5915.219,MW,2957.6095,MWh,,,,,
6/1/2022,1,192.22,SGD/MWh,5779.623,MW,2889.8115,MWh,,,,,
6/1/2022,2,168.43,SGD/MWh,5671.689,MW,2835.8445,MWh,,,,,
6/1/2022,3,156.66,SGD/MWh,5557.379,MW,2778.6895,MWh,,,,,
6/1/2022,4,126.34,SGD/MWh,5492.427,MW,2746.2135,MWh,,,,,
6/1/2022,5,120.93,SGD/MWh,5433.641,MW,2716.8205,MWh,,,,,
6/1/2022,6,110.78,SGD/MWh,5377.237,MW,2688.6185,MWh,,,,,
6/1/2022,7,110.64,SGD/MWh,5347.029,MW,2673.5145,MWh,,,,,
6/1/2022,8,110.78,SGD/MWh,5352.362,MW,2676.181,MWh,,,,,
6/1/2022,9,120.39,SGD/MWh,5356.447,MW,2678.2235,MWh,,,,,
6/1/2022,10,120.57,SGD/MWh,5372.187,MW,2686.0935,MWh,,,,,
6/1/2022,11,120.7,SGD/MWh,5461.379,MW,2730.6895,MWh,,,,,
6/1/2022,12,156.63,SGD/MWh,5624.494,MW,2812.247,MWh,,,,,
6/1/2022,13,191.97,SGD/MWh,5811.52,MW,2905.76,MWh,,,,,
6/1/2022,14,218.34,SGD/MWh,5987.856,MW,2993.928,MWh,,,,,
6/1/2022,15,200.66,SGD/MWh,6175.285,MW,3087.6425,MWh,,,,,
6/1/2022,16,263.06,SGD/MWh,6379.721,MW,3189.8605,MWh,,,,,
6/1/2022,17,357,SGD/MWh,6582.382,MW,3291.191,MWh,,,,,
6/1/2022,18,419.37,SGD/MWh,6711.304,MW,3355.652,MWh,,,,,
6/1/2022,19,516.15,SGD/MWh,6789.224,MW,3394.612,MWh,,,,,
6/1/2022,20,578.41,SGD/MWh,6833.909,MW,3416.9545,MWh,,,,,
6/1/2022,21,584.49,SGD/MWh,6861.07,MW,3430.535,MWh,,,,,
6/1/2022,22,584.5,SGD/MWh,6864.718,MW,3432.359,MWh,,,,,
6/1/2022,23,599.43,SGD/MWh,6875.195,MW,3437.5975,MWh,,,,,
6/1/2022,24,446,SGD/MWh,6818.069,MW,3409.0345,MWh,,,,,
6/1/2022,25,383.42,SGD/MWh,6764.911,MW,3382.4555,MWh,,,,,
6/1/2022,26,402.4,SGD/MWh,6778.431,MW,3389.2155,MWh,,,,,
6/1/2022,27,503.63,SGD/MWh,6848.433,MW,3424.2165,MWh,,,,,
6/1/2022,28,436.84,SGD/MWh,6868.192,MW,3434.096,MWh,,,,,
6/1/2022,29,436.88,SGD/MWh,6882.749,MW,3441.3745,MWh,,,,,
6/1/2022,30,504.62,SGD/MWh,6922.103,MW,3461.0515,MWh,,,,,
6/1/2022,31,504.98,SGD/MWh,6954.72,MW,3477.36,MWh,,,,,
6/1/2022,32,504.96,SGD/MWh,6941.186,MW,3470.593,MWh,,,,,
6/1/2022,33,508.48,SGD/MWh,6972.413,MW,3486.2065,MWh,,,,,
6/1/2022,34,599.53,SGD/MWh,6977.219,MW,3488.6095,MWh,,,,,
6/1/2022,35,505.29,SGD/MWh,6923.783,MW,3461.8915,MWh,,,,,
6/1/2022,36,444.75,SGD/MWh,6842.835,MW,3421.4175,MWh,,,,,
6/1/2022,37,448.87,SGD/MWh,6804.844,MW,3402.422,MWh,,,,,
6/1/2022,38,504.96,SGD/MWh,6838.546,MW,3419.273,MWh,,,,,
6/1/2022,39,583.36,SGD/MWh,6860.364,MW,3430.182,MWh,,,,,
6/1/2022,40,505.18,SGD/MWh,6825.455,MW,3412.7275,MWh,,,,,
6/1/2022,41,2216.49,SGD/MWh,6765.104,MW,3382.552,MWh,,,,,
6/1/2022,42,2494.04,SGD/MWh,6718.724,MW,3359.362,MWh,,,,,
6/1/2022,43,2492.86,SGD/MWh,6630.631,MW,3315.3155,MWh,,,,,
6/1/2022,44,996.51,SGD/MWh,6500.78,MW,3250.39,MWh,,,,,
6/1/2022,45,598.37,SGD/MWh,6345.994,MW,3172.997,MWh,,,,,
6/1/2022,46,283.09,SGD/MWh,6198.594,MW,3099.297,MWh,,,,,
6/1/2022,47,232.78,SGD/MWh,6060.94,MW,3030.47,MWh,,,,,
6/1/2022,48,192.06,SGD/MWh,5908.058,MW,2954.029,MWh,,,,,
7/1/2022,1,192.23,SGD/MWh,5762.755,MW,2881.3775,MWh,,,,,
7/1/2022,2,161.69,SGD/MWh,5646.472,MW,2823.236,MWh,,,,,
7/1/2022,3,161.67,SGD/MWh,5582.572,MW,2791.286,MWh,,,,,
7/1/2022,4,155.63,SGD/MWh,5516.317,MW,2758.1585,MWh,,,,,
7/1/2022,5,148.48,SGD/MWh,5470.419,MW,2735.2095,MWh,,,,,
7/1/2022,6,127.02,SGD/MWh,5417.648,MW,2708.824,MWh,,,,,
7/1/2022,7,121.12,SGD/MWh,5386.163,MW,2693.0815,MWh,,,,,
7/1/2022,8,121.02,SGD/MWh,5379.16,MW,2689.58,MWh,,,,,
7/1/2022,9,121.11,SGD/MWh,5377.853,MW,2688.9265,MWh,,,,,
7/1/2022,10,121.31,SGD/MWh,5396.207,MW,2698.1035,MWh,,,,,
7/1/2022,11,155.61,SGD/MWh,5489.116,MW,2744.558,MWh,,,,,
7/1/2022,12,186.96,SGD/MWh,5646.084,MW,2823.042,MWh,,,,,
7/1/2022,13,208.59,SGD/MWh,5829.074,MW,2914.537,MWh,,,,,
7/1/2022,14,258.35,SGD/MWh,6005.902,MW,3002.951,MWh,,,,,
7/1/2022,15,274.94,SGD/MWh,6195.518,MW,3097.759,MWh,,,,,
7/1/2022,16,383.51,SGD/MWh,6398.02,MW,3199.01,MWh,,,,,
7/1/2022,17,1007.13,SGD/MWh,6604.002,MW,3302.001,MWh,,,,,
7/1/2022,18,843.58,SGD/MWh,6740.279,MW,3370.1395,MWh,,,,,
7/1/2022,19,1015.88,SGD/MWh,6818.497,MW,3409.2485,MWh,,,,,
7/1/2022,20,598.39,SGD/MWh,6861.915,MW,3430.9575,MWh,,,,,
7/1/2022,21,490.2,SGD/MWh,6892.53,MW,3446.265,MWh,,,,,
7/1/2022,22,435.53,SGD/MWh,6902.47,MW,3451.235,MWh,,,,,
7/1/2022,23,490.59,SGD/MWh,6904.97,MW,3452.485,MWh,,,,,
7/1/2022,24,404.41,SGD/MWh,6860.344,MW,3430.172,MWh,,,,,
7/1/2022,25,356.11,SGD/MWh,6818.77,MW,3409.385,MWh,,,,,
7/1/2022,26,437.25,SGD/MWh,6857.994,MW,3428.997,MWh,,,,,
7/1/2022,27,598.38,SGD/MWh,6931.237,MW,3465.6185,MWh,,,,,
7/1/2022,28,495.23,SGD/MWh,6947.324,MW,3473.662,MWh,,,,,
7/1/2022,29,591.13,SGD/MWh,6964.555,MW,3482.2775,MWh,,,,,
7/1/2022,30,571.02,SGD/MWh,6954.113,MW,3477.0565,MWh,,,,,
7/1/2022,31,591.15,SGD/MWh,6898.101,MW,3449.0505,MWh,,,,,
7/1/2022,32,591.14,SGD/MWh,6890.482,MW,3445.241,MWh,,,,,
